,encoding,probabilities
55,"[[-12.028474    6.596268   -6.773193  -38.331078  -22.359734  -36.731014
  -25.255611  -34.956383    4.500038  -35.482788    7.6047444  -9.178051
   10.420811   -2.7865202 -35.26345     5.682267   27.836077  -38.495346
   -6.939614  -16.736416   -1.371473   -4.5874176 -24.85843   -30.63076
  -19.483604   13.029862   -8.2116165   7.888248   -1.6790519  35.195927
   -3.650706  -34.773804    8.668793  -34.390472    7.8938065 -25.62235
  -38.06765     1.9411371 -23.569403   -6.569622  -36.699165    2.4382012
  -37.76906   -35.30509   -37.68023   -15.658223  -28.823967  -31.422958
  -35.499603   -3.6822233 -18.273842  -34.940376    1.6587553  -9.858105
  -21.426775   -8.929517   -3.9461052  -0.6408625 -29.889881  -40.726593
   -6.457323  -38.70675   -16.823433  -35.84486  ]]",[[0.9992719]]
56,"[[ -8.288283    -6.188887    -3.4482424  -21.284498   -13.551336
  -20.663486   -14.98884    -22.007872    -3.3733015  -20.08825
   -3.7098231   -8.228068    -2.6215732   -4.096596   -19.19907
   -4.454282    26.49147    -20.72295     -6.6143484  -11.848459
   -4.2113023   -3.6208344  -11.326791   -17.467505   -11.206473
    0.53553784  -3.8706543   -4.2170835   -3.827291    32.201046
   -7.3631873  -19.883375    -0.2911369  -19.598663    -2.667945
  -16.55747    -20.860682    -9.533619   -13.134352    -4.7226954
  -20.748196    15.424377   -21.620623   -18.342272   -21.241385
  -10.3181925  -15.986478   -15.176581   -20.25924     -5.070998
   -9.794659   -19.560682    -1.8633276  -12.286602   -12.630858
   -8.42415     -3.167757    -0.47744894 -15.675158   -22.873596
   -4.2950363  -22.439205   -11.298974   -19.589897  ]]",[[0.9999988]]
57,"[[-11.107109     2.0236962   -5.826316   -33.623768   -20.027834
  -32.34948    -22.504284   -31.700296     1.6869439  -31.20211
    3.6526792   -9.181392     6.0188766   -3.3688083  -30.74787
    2.0803232   28.591366   -33.578773    -7.015911   -15.568528
   -2.428784    -4.2929044  -20.885195   -27.055206   -17.207697
    9.009208    -6.8955584    3.6500115   -2.5058146   35.678932
   -5.287569   -30.639135     5.994027   -30.343634     4.2863717
  -23.338919   -33.28327     -2.5447218  -20.645897    -6.1694956
  -32.33361      7.2440047  -33.44128    -30.40093    -33.233433
  -14.303395   -25.239471   -26.72572    -31.334856    -4.308967
  -15.935558   -30.733446     0.6415002  -11.086909   -19.018885
   -9.023471    -3.681708    -0.62049705 -25.890165   -35.97108
   -5.7807827  -34.360897   -15.384926   -31.274805  ]]",[[0.9999902]]
58,"[[-12.148865    3.1812909  -6.52057   -37.587162  -22.236315  -36.104546
  -25.09045   -35.126133    2.4650004 -34.806828    4.827297   -9.836948
    7.583124   -3.3907204 -34.384735    3.058188   30.975718  -37.624535
   -7.448375  -17.095736   -2.23304    -4.632133  -23.658539  -30.176634
  -19.12387    10.881913   -7.7473507   4.905536   -2.380733   38.7543
   -5.4544663 -34.149487    7.4709854 -33.840485    5.4825335 -25.851482
  -37.253178   -1.9367561 -22.996624   -6.7477856 -36.09743     6.6510205
  -37.31451   -34.06586   -37.14352   -15.756158  -28.165272  -30.150085
  -34.931892   -4.3778996 -17.847897  -34.317955    1.2019504 -11.619196
  -21.101917   -9.626683   -3.9211268  -0.6633405 -29.072832  -40.224873
   -6.2865977 -38.333694  -16.91718   -34.952106 ]]",[[0.9999925]]
59,"[[-16.99398     22.625877   -11.033937   -60.18154    -33.716576
  -57.387943   -38.466118   -51.902775    14.379108   -55.252636
   21.771225   -10.658526    26.6939      -1.31208    -55.8239
   18.398935    30.135424   -61.25317     -7.622328   -23.263557
    2.055629    -6.017038   -42.1465     -47.58012    -30.189928
   28.523003   -13.760463    23.071608     0.8830703   39.655884
    0.96211773 -53.87217     19.654972   -53.45579     21.13087
  -37.372383   -60.096752    16.236025   -37.04593     -9.055549
  -57.19165    -13.352793   -58.585667   -57.07262    -58.856865
  -22.62027    -45.477478   -51.987843   -55.183086    -2.0524917
  -29.179123   -54.729572     5.7584834   -7.4153476  -32.72805
   -9.893273    -5.171465    -0.8761535  -48.02011    -63.556126
   -9.386717   -59.684517   -24.09067    -56.67143   ]]",[[0.00163336]]
60,"[[-13.949483    16.468832    -8.72607    -47.59742    -26.945515
  -45.515915   -30.484652   -41.709454    10.44514    -43.808075
   15.99543     -9.243475    19.71359     -1.7321328  -44.168533
   13.399491    25.34687    -48.29153     -6.794472   -18.962877
    0.7626201   -5.1342454  -32.81424    -37.798496   -24.089891
   21.1264     -10.828351    16.9168      -0.09945863  33.08875
    0.09171832 -42.809513    14.048127   -42.42276     15.563621
  -29.954323   -47.42438     11.443528   -29.50734     -7.4463015
  -45.336365    -8.139519   -46.446613   -45.035625   -46.579357
  -18.366817   -36.163937   -40.584328   -43.86469     -2.4416797
  -23.015476   -43.389614     3.5411072   -7.2869368  -26.168297
   -8.704702    -4.527205    -0.7649961  -37.7056     -50.23094
   -7.8177977  -47.35937    -19.56332    -44.882137  ]]",[[0.04252555]]
61,"[[-12.257166     2.735028    -6.5396     -37.81174    -22.405922
  -36.332645   -25.291328   -35.447933     2.2139015  -35.020653
    4.481185    -9.983389     7.2698016   -3.4881554  -34.56159
    2.7184243   31.683193   -37.830757    -7.5509796  -17.282658
   -2.340448    -4.670091   -23.722868   -30.366148   -19.223026
   10.721588    -7.7555904    4.5346384   -2.4756377   39.583572
   -5.7612386  -34.3538       7.409707   -34.04823      5.196707
  -26.117182   -37.46388     -2.4965239  -23.104774    -6.8243847
  -36.320354     7.268884   -37.568214   -34.201584   -37.3859
  -15.890481   -28.310713   -30.247395   -35.152546    -4.4957376
  -17.9354     -34.51319      1.1822709  -11.931584   -21.238228
   -9.789543    -3.9331815   -0.67127055 -29.226034   -40.507717
   -6.309037   -38.611565   -17.073269   -35.127884  ]]",[[0.9999962]]
62,"[[-12.367734     5.9792795   -6.9002976  -39.16863    -22.923592
  -37.547977   -25.883268   -35.90257      4.151116   -36.260612
    7.1595087   -9.557476    10.0421505   -2.9923072  -35.992287
    5.224259    29.283821   -39.300976    -7.223652   -17.252192
   -1.5964161   -4.718255   -25.248074   -31.322554   -19.9073
   12.904338    -8.325776     7.402858    -1.8758839   36.9337
   -4.1716995  -35.54698      8.637836   -35.165257     7.5362663
  -26.352215   -38.87622      1.089135   -24.053713    -6.7854395
  -37.52251      3.4540622  -38.64838    -35.94431    -38.53325
  -16.087063   -29.417326   -31.951372   -36.29282     -3.935424
  -18.654762   -35.704403     1.6205968  -10.500228   -21.915033
   -9.313616    -4.028578    -0.65575856 -30.48114    -41.67607
   -6.5773582  -39.628796   -17.289755   -36.58469   ]]",[[0.99981576]]
63,"[[ -7.8713408  -11.187991    -2.70578    -17.8461     -12.056734
  -17.457886   -13.184062   -19.840315    -6.420928   -17.083536
   -7.931052    -8.717603    -7.2704687   -4.916809   -15.858971
   -8.351256    28.887388   -16.993126    -7.1347427  -11.421228
   -5.546387    -3.6389601   -7.9732037  -14.910137    -9.598036
   -3.4846106   -2.8679082   -8.7488165   -4.9002624   34.643517
   -9.4548435  -17.012325    -3.1243372  -16.729742    -6.5144854
  -15.263301   -17.340479   -14.464129   -11.022893    -4.6092105
  -17.616026    21.342793   -18.489117   -14.605432   -17.979824
   -9.599175   -13.279745   -11.3682785  -17.26401     -6.0263896
   -7.999313   -16.465446    -3.0375566  -14.277371   -11.026208
   -9.078681    -3.162436    -0.44906044 -12.579596   -19.330158
   -3.953291   -19.367342   -10.633883   -16.229668  ]]",[[0.99999976]]
64,"[[-16.02524     20.340607   -10.290947   -56.1482     -31.568933
  -53.582573   -35.95065    -48.635807    12.931104   -51.58772
   19.689438   -10.253806    24.2391      -1.4900559  -52.069584
   16.5595      28.92802    -57.088585    -7.3845525  -21.924805
    1.5812131   -5.72509    -39.086033   -44.451233   -28.231123
   26.020721   -12.799026    20.846611     0.52121884  37.929512
    0.49809462 -50.325527    17.844923   -49.91715     19.14581
  -35.06579    -56.041004    14.346541   -34.606895    -8.563486
  -53.389435   -11.354151   -54.708035   -53.15934    -54.931175
  -21.276348   -42.44337    -48.295956   -51.547905    -2.2367425
  -27.188982   -51.085342     5.0796866   -7.469607   -30.62829
   -9.551824    -4.935055    -0.8389816  -44.706272   -59.319805
   -8.858098   -55.75698    -22.656576   -52.875248  ]]",[[0.00760609]]
65,"[[-11.874812    15.211652    -7.379077   -40.226368   -22.727108
  -38.512554   -25.572716   -35.24756      9.578731   -37.123066
   14.482878    -7.8280077   17.513206    -1.4606684  -37.45615
   12.290982    20.099482   -40.81509     -5.8896313  -15.9963255
    0.7160306   -4.5116744  -27.900366   -31.990417   -20.461452
   18.068155    -9.26099     15.353513    -0.07946236  26.427628
    0.95904005 -36.27635     11.43834    -35.90006     13.95189
  -25.08032    -40.130558    11.389016   -25.142197    -6.2225356
  -38.35466     -7.9123616  -39.188705   -38.403725   -39.3431
  -15.551283   -30.882513   -34.48194    -37.185825    -1.9976175
  -19.436779   -36.735832     2.452446    -6.016227   -22.221233
   -7.44462     -4.177798    -0.6816486  -31.935347   -42.266304
   -6.965428   -39.93199    -16.61501    -38.08143   ]]",[[0.00841612]]
66,"[[-15.297713    15.186257    -9.438926   -52.159126   -29.688004
  -49.847397   -33.78166    -45.9074       9.792453   -47.97136
   15.364312   -10.448641    19.544716    -2.13442    -48.18117
   12.539966    30.897167   -52.85581     -7.5872808  -21.112207
    0.41508782  -5.4707355  -35.42202    -41.412006   -26.252954
   22.072075   -11.592863    16.176456    -0.36241505  39.87828
   -1.6351299  -46.870533    15.336527   -46.4949      15.230074
  -33.38774    -51.96879      9.13631    -32.015476    -8.30165
  -49.70009     -5.817284   -51.066605   -48.75109    -51.138107
  -20.23445    -39.214046   -44.141987   -47.976063    -3.0284421
  -25.14459    -47.471977     4.2451906   -8.978203   -28.612894
   -9.842493    -4.635466    -0.8021201  -41.235237   -55.365353
   -8.2042055  -52.13662    -21.567064   -48.92408   ]]",[[0.7151831]]
67,"[[-12.617278    5.9996843  -7.026395  -39.944572  -23.378086  -38.33551
  -26.387894  -36.7644      4.1597166 -36.941715    7.215877   -9.809096
   10.183424   -3.080338  -36.670166    5.249149   29.99956   -40.13238
   -7.3889494 -17.609884   -1.6533602  -4.7615337 -25.708176  -31.989315
  -20.31286    13.062294   -8.431899    7.4582806  -1.9384669  37.829136
   -4.3170753 -36.200447    8.840501  -35.899414    7.6436324 -26.867468
  -39.645077    0.8611099 -24.52963    -6.945412  -38.289394    3.6241972
  -39.494606  -36.58693   -39.3811    -16.421549  -30.052223  -32.538933
  -37.04687    -4.0166183 -19.066277  -36.463642    1.6583562 -10.822546
  -22.311422   -9.524161   -4.0912066  -0.6883142 -31.081474  -42.602264
   -6.673492  -40.496696  -17.591248  -37.266727 ]]",[[0.999877]]
68,"[[-17.243143    17.313198   -10.7069435  -59.322647   -33.689705
  -56.629852   -38.450417   -52.176884    11.248915   -54.52148
   17.511528   -11.645556    22.357878    -2.2258103  -54.75169
   14.324032    35.19846    -60.146217    -8.380404   -23.91961
    0.72914636  -6.132645   -40.473743   -47.0373     -29.75886
   25.418283   -13.172222    18.472885    -0.17881541  45.426826
   -1.9193043  -53.203293    17.926672   -52.820744    17.405691
  -37.925858   -59.12368     10.308678   -36.300327    -9.354749
  -56.49162     -6.8139715  -58.063164   -55.46475    -58.197735
  -22.85756    -44.52657    -50.287655   -54.50074     -3.1588833
  -28.6158     -53.93549      5.1776857  -10.027886   -32.420673
  -10.971648    -5.1050086   -0.89114636 -46.981052   -62.98088
   -9.153628   -59.29242    -24.383121   -55.57869   ]]",[[0.75812423]]
69,"[[-17.006405    16.691118   -10.50981    -58.32878    -33.164616
  -55.69199    -37.833046   -51.38063     10.865571   -53.62632
   16.949415   -11.5552635   21.704952    -2.2735322  -53.82445
   13.826673    34.978584   -59.113068    -8.329098   -23.597658
    0.602288    -6.0558276  -39.70644    -46.265102   -29.266996
   24.774986   -12.925972    17.871748    -0.2765267   45.09011
   -2.0668552  -52.334564    17.455812   -51.94869     16.878443
  -37.36562    -58.125107     9.78444    -35.691723    -9.229675
  -55.557133    -6.231228   -57.108875   -54.49376    -57.22949
  -22.526093   -43.773064   -49.381165   -53.602295    -3.2120519
  -28.118336   -53.033226     4.9984546  -10.079638   -31.906073
  -10.904132    -5.0494204   -0.88246304 -46.171608   -61.93946
   -9.022838   -58.329594   -24.037918   -54.637436  ]]",[[0.8298155]]
70,"[[-11.33058      1.6721182   -5.888758   -34.147167   -20.373781
  -32.866913   -22.888447   -32.353676     1.4998881  -31.696846
    3.3863583   -9.465274     5.786151    -3.511531   -31.208145
    1.8184104   29.500217   -34.088154    -7.252904   -15.921631
   -2.588178    -4.414944   -21.116116   -27.506971   -17.480684
    8.865729    -6.95589      3.3631911   -2.6465473   36.76033
   -5.568466   -31.133577     5.8339863  -30.84454      4.074243
  -23.778036   -33.792923    -3.0102115  -20.95161     -6.3005853
  -32.859882     7.9806356  -33.99783    -30.81871    -33.779808
  -14.600005   -25.68015    -27.044104   -31.856043    -4.473337
  -16.170033   -31.225094     0.49464986 -11.60173    -19.325073
   -9.332702    -3.8091176   -0.6366718  -26.265408   -36.551025
   -5.9266253  -34.95439    -15.698451   -31.733273  ]]",[[0.9999949]]
71,"[[-14.53892     12.644197    -8.765155   -48.748405   -27.925776
  -46.63801    -31.704306   -43.352325     8.241076   -44.89028
   13.099739   -10.256669    16.944689    -2.3927212  -44.965153
   10.523722    30.636967   -49.30164     -7.5154643  -20.11855
   -0.14477418  -5.262749   -32.727345   -38.78255    -24.581478
   19.583248   -10.705495    13.760336    -0.79707783  39.29784
   -2.3751802  -43.889046    13.554728   -43.53563     13.130676
  -31.561798   -48.530735     6.8448668  -29.928627    -7.9176016
  -46.518322    -3.2185712  -47.83406    -45.36792    -47.861145
  -19.151512   -36.64912    -40.916172   -44.921795    -3.2902026
  -23.436678   -44.398827     3.5413787   -9.475948   -26.856283
   -9.74294     -4.4758763   -0.76895434 -38.409412   -51.80626
   -7.764816   -48.886982   -20.452492   -45.669453  ]]",[[0.95511895]]
72,"[[-1.1994151e+01  1.5491362e+01 -7.4941196e+00 -4.0783417e+01
  -2.3017904e+01 -3.9026428e+01 -2.5938576e+01 -3.5618462e+01
   9.7422132e+00 -3.7619850e+01  1.4763227e+01 -7.8650293e+00
   1.7844654e+01 -1.4248267e+00 -3.7965641e+01  1.2517035e+01
   2.0272734e+01 -4.1393787e+01 -5.8974934e+00 -1.6162336e+01
   7.8432983e-01 -4.5334716e+00 -2.8304899e+01 -3.2415371e+01
  -2.0735817e+01  1.8432949e+01 -9.4055653e+00  1.5647665e+01
  -1.9845583e-02  2.6665794e+01  9.9342674e-01 -3.6756878e+01
   1.1772821e+01 -3.6376713e+01  1.4217175e+01 -2.5408350e+01
  -4.0687229e+01  1.1606090e+01 -2.5469521e+01 -6.2978072e+00
  -3.8861286e+01 -8.2389317e+00 -3.9718224e+01 -3.8924725e+01
  -3.9875156e+01 -1.5729822e+01 -3.1258434e+01 -3.4982613e+01
  -3.7669785e+01 -1.9746600e+00 -1.9709337e+01 -3.7226425e+01
   2.6261344e+00 -5.9338427e+00 -2.2504311e+01 -7.4499650e+00
  -4.1729255e+00 -6.8058902e-01 -3.2384624e+01 -4.2855480e+01
  -7.0114031e+00 -4.0460720e+01 -1.6795761e+01 -3.8601322e+01]]",[[0.00730558]]
73,"[[-16.219662    20.236912   -10.393505   -56.75673    -31.93385
  -54.163635   -36.376183   -49.22578     12.880222   -52.142235
   19.64804    -10.425088    24.255835    -1.5542777  -52.612442
   16.491695    29.592985   -57.698128    -7.50279    -22.215113
    1.5278946   -5.7899036  -39.44574    -44.93773    -28.531721
   26.148716   -12.906586    20.795055     0.47488317  38.748516
    0.30825764 -50.866688    17.986431   -50.461063    19.135714
  -35.51365    -56.63958     14.110724   -34.95577     -8.681083
  -53.971268   -11.093898   -55.32309    -53.670532   -55.54
  -21.534431   -42.87643    -48.759193   -52.10792     -2.3203251
  -27.478277   -51.63639      5.1375546   -7.70483    -30.959332
   -9.714448    -4.968124    -0.84774125 -45.166855   -59.994404
   -8.929339   -56.391438   -22.925987   -53.42291   ]]",[[0.01194157]]
74,"[[ -7.6606374  -7.692298   -2.9507208 -18.617773  -12.135772  -18.150671
  -13.330816  -19.820887   -4.344749  -17.681942   -5.06351    -7.9815683
   -4.244228   -4.226792  -16.714035   -5.650055   25.670828  -17.980349
   -6.482423  -10.975717   -4.5292044  -3.4259222  -9.272863  -15.417451
   -9.922004   -1.1412109  -3.2635026  -5.6680665  -4.067073   31.010057
   -7.6464133 -17.553675   -1.5039375 -17.277632   -3.9691834 -15.009638
  -18.178947  -10.7523575 -11.531699   -4.402145  -18.245163   16.75059
  -19.070177  -15.75954   -18.645777   -9.441643  -13.991235  -12.731215
  -17.871119   -5.200719   -8.482072  -17.158192   -2.310554  -12.336107
  -11.264043   -8.217525   -3.0454502  -0.4565035 -13.473852  -20.066935
   -3.9680705 -19.852083  -10.3785095 -17.074923 ]]",[[0.9999987]]
75,"[[-12.629336    6.8921747  -7.1296473 -40.344395  -23.53087   -38.653397
  -26.59099   -36.798454    4.715181  -37.32219     7.9607644  -9.620244
   10.95806    -2.8993776 -37.100212    5.9458923  29.351492  -40.526146
   -7.2445683 -17.588476   -1.3951536  -4.79278   -26.191465  -32.230743
  -20.482824   13.771154   -8.63138     8.261652   -1.7241886  37.111748
   -3.899316  -36.57374     9.248992  -36.18587     8.283438  -26.972963
  -40.05996     1.9191465 -24.773897   -6.911858  -38.62214     2.5387108
  -39.759594  -37.1242    -39.666424  -16.451668  -30.310059  -33.06726
  -37.34543    -3.8332021 -19.24556   -36.765083    1.853299  -10.335419
  -22.519678   -9.347977   -4.0883026  -0.66593   -31.461485  -42.897255
   -6.7308784 -40.747078  -17.671284  -37.706165 ]]",[[0.9995573]]
76,"[[-14.503234   18.802504   -9.281916  -50.315987  -28.319633  -48.06196
  -32.11667   -43.602367   11.853106  -46.265324   18.059536   -9.298094
   22.030172   -1.4516258 -46.743378   15.245072   25.217571  -51.133896
   -6.7705784 -19.678684    1.3168323  -5.275945  -35.044025  -39.885113
  -25.41268    23.311842  -11.580396   19.12137     0.331656   33.154537
    0.8525988 -45.18138    15.638714  -44.768658   17.461115  -31.344557
  -50.181854   13.633728  -31.1879     -7.724462  -47.857437  -10.661263
  -48.99063   -47.796906  -49.176567  -19.173079  -38.19156   -43.227974
  -46.279137   -2.1420927 -24.373034  -45.826576    4.20397    -6.6490574
  -27.561333   -8.668171   -4.6337786  -0.7765756 -39.98575   -53.038685
   -8.159467  -49.91306   -20.41226   -47.499737 ]]",[[0.004688]]
77,"[[-17.112967    22.336765   -11.073312   -60.492405   -33.92992
  -57.690193   -38.70733    -52.232574    14.21415    -55.54021
   21.561693   -10.789489    26.524506    -1.3857766  -56.09674
   18.18358     30.723326   -61.54866     -7.7117534  -23.45155
    1.978144    -6.051475   -42.287495   -47.83244    -30.336445
   28.482027   -13.798279    22.846848     0.81611687  40.359676
    0.7308219  -54.16458     19.672733   -53.738297    20.955944
  -37.662216   -60.39913     15.853006   -37.21618     -9.132765
  -57.491863   -12.947263   -58.91068    -57.291786   -59.16831
  -22.775629   -45.67299    -52.19443    -55.468258    -2.1535962
  -29.311705   -55.005825     5.778103    -7.632611   -32.902393
  -10.021524    -5.1788673   -0.883646   -48.242653   -63.922226
   -9.412237   -60.031013   -24.259382   -56.94404   ]]",[[0.00292922]]
78,"[[-11.774975  -20.868824   -3.692955  -25.758167  -17.856956  -25.155924
  -19.644548  -29.656494  -11.904779  -24.68973   -15.348804  -13.590573
  -14.245556   -7.885602  -22.625025  -15.652533   47.043858  -24.268087
  -11.100917  -17.40136    -9.06547    -5.587327  -10.602132  -21.569937
  -13.753364   -7.511888   -3.7120078 -16.689272   -7.9191184  56.117252
  -16.389309  -24.637384   -5.903455  -24.283104  -12.793744  -23.131474
  -24.883057  -26.276815  -15.635093   -7.0434713 -25.531332   37.064167
  -26.93596   -20.298792  -26.038565  -14.344398  -18.932909  -15.417235
  -24.93574    -9.560806  -11.37744   -23.708189   -4.839742  -23.480358
  -15.955265  -14.283521   -4.617026   -0.6081552 -17.80035   -28.075306
   -5.6221614 -28.381752  -16.022966  -23.104216 ]]",[[1.]]
79,"[[-1.5385660e+01  1.7206558e+01 -9.6237211e+00 -5.2812092e+01
  -2.9917875e+01 -5.0461758e+01 -3.3999802e+01 -4.6249985e+01
   1.0993886e+01 -4.8569424e+01  1.6962109e+01 -1.0240560e+01
   2.1178753e+01 -1.8960449e+00 -4.8896515e+01  1.4082769e+01
   2.9316208e+01 -5.3572838e+01 -7.4487205e+00 -2.1100637e+01
   8.2701486e-01 -5.5636463e+00 -3.6286762e+01 -4.1901028e+01
  -2.6616598e+01  2.3207916e+01 -1.1898577e+01  1.7925251e+01
  -4.7786769e-02  3.8093513e+01 -5.8218843e-01 -4.7431297e+01
   1.5866809e+01 -4.7039993e+01  1.6625837e+01 -3.3437901e+01
  -5.2639679e+01  1.1355926e+01 -3.2551170e+01 -8.2727413e+00
  -5.0279789e+01 -8.0460854e+00 -5.1591972e+01 -4.9707638e+01
  -5.1735935e+01 -2.0331783e+01 -3.9902905e+01 -4.4970493e+01
  -4.8584774e+01 -2.7025871e+00 -2.5506510e+01 -4.8079567e+01
   4.2971754e+00 -8.2855635e+00 -2.8927805e+01 -9.6267157e+00
  -4.7870812e+00 -8.1379992e-01 -4.1846054e+01 -5.5893806e+01
  -8.4314890e+00 -5.2637123e+01 -2.1666462e+01 -4.9667744e+01]]",[[0.14813125]]
80,"[[-16.631475    17.54956    -10.3836975  -57.244995   -32.47931
  -54.667286   -37.002453   -50.10116     11.2720585  -52.61385
   17.571249   -11.160012    22.20057     -2.09212    -52.909927
   14.444046    32.923306   -58.055397    -8.049555   -22.942549
    0.7784935   -5.912877   -39.10352    -45.385548   -28.767258
   24.85718    -12.795111    18.522392    -0.10991201  42.63707
   -1.3312113  -51.38686     17.325472   -50.969482    17.341578
  -36.4291     -57.057064    10.974612   -35.139782    -9.005555
  -54.49726     -7.647592   -55.96444    -53.62906    -56.091087
  -22.043623   -43.007618   -48.628098   -52.5858      -3.0366836
  -27.618242   -52.063595     4.9416394   -9.2170315  -31.314962
  -10.475486    -4.978982    -0.86000776 -45.330402   -60.70893
   -8.922458   -57.126095   -23.474852   -53.71802   ]]",[[0.44601005]]
81,"[[-15.801488    11.215375    -9.3124075  -52.22593    -30.124763
  -49.98123    -34.229893   -47.004166     7.4705887  -48.081726
   12.169712   -11.516922    16.322903    -2.984912   -48.033867
    9.474447    35.40347    -52.720753    -8.442213   -22.024864
   -0.733305    -5.749414   -34.607216   -41.60115    -26.336721
   19.73324    -11.264541    12.74235     -1.307644    45.075867
   -3.9032269  -47.022987    13.899718   -46.682243    12.450936
  -34.336945   -51.916874     4.585102   -31.946917    -8.679215
  -49.870075    -0.47651672 -51.40925    -48.201653   -51.373913
  -20.778383   -39.159687   -43.333782   -48.179585    -4.0145354
  -25.067797   -47.5609       3.583949   -11.480295   -28.78841
  -10.98761     -4.7803764   -0.8367567  -40.96793    -55.66623
   -8.260707   -52.60457    -22.159365   -48.7743    ]]",[[0.99877614]]
82,"[[-11.308073    3.6926413  -6.110895  -35.021408  -20.653427  -33.651863
  -23.285265  -32.64532     2.7049143 -32.43914     5.0689363  -9.080376
    7.616305   -3.0941844 -32.08673     3.3871     28.034237  -35.080116
   -6.887548  -15.821273   -1.97884    -4.3105736 -22.15974   -28.119482
  -17.859217   10.424298   -7.284817    5.17807    -2.148486   35.14711
   -4.64073   -31.815866    7.0283957 -31.525589    5.603368  -23.949827
  -34.719437   -0.9388405 -21.488085   -6.2552357 -33.622005    5.317289
  -34.72506   -31.8657    -34.58349   -14.642141  -26.330736  -28.199924
  -32.57157    -4.005886  -16.654892  -31.992958    1.0838414 -10.511249
  -19.684168   -8.876129   -3.7129674  -0.6238351 -27.118916  -37.435932
   -5.935576  -35.649883  -15.706926  -32.6252   ]]",[[0.99995697]]
83,"[[-11.545228   12.09522    -6.985318  -38.539543  -21.964727  -36.899586
  -24.784771  -34.097614    7.7144036 -35.58646    11.970314   -7.9824147
   14.856375   -1.7856576 -35.73117     9.893345   21.955412  -39.00441
   -5.998612  -15.73753     0.0853918  -4.333157  -26.171204  -30.693136
  -19.58341    16.07362    -8.672006   12.625221   -0.5361674  28.441439
   -0.5274467 -34.795773   10.440965  -34.443096   11.721781  -24.545872
  -38.41222     8.09004   -23.929708   -6.1440616 -36.78545    -4.599628
  -37.683426  -36.346695  -37.760548  -15.123021  -29.33688   -32.636173
  -35.61874    -2.4314027 -18.554312  -35.171936    2.2852447  -6.916789
  -21.349764   -7.621127   -3.9195077  -0.6426989 -30.45878   -40.67909
   -6.549127  -38.460354  -16.175823  -36.32173  ]]",[[0.29603416]]
84,"[[ -7.11574     -6.709479    -2.7175274  -17.122574   -11.159646
  -16.710705   -12.207822   -18.324717    -3.7579691  -16.30038
   -4.4063005   -7.394143    -3.707015    -3.9379282  -15.418443
   -4.9394207   23.290318   -16.529753    -6.0731506  -10.129614
   -4.2085347   -3.2520888   -8.574964   -14.196632    -9.181119
   -1.0938402   -3.0219166   -4.9279814   -3.7935758   28.147682
   -6.766826   -16.182793    -1.6617984  -15.923187    -3.4497726
  -13.766361   -16.728807    -9.365013   -10.6816      -4.040756
  -16.799938    15.2645855  -17.53546    -14.608156   -17.14695
   -8.71934    -13.015964   -11.731307   -16.491722    -4.811639
   -7.8061104  -15.81816     -2.4173222  -11.44461    -10.410019
   -7.656977    -2.9731529   -0.43648446 -12.406509   -18.374586
   -3.8183317  -18.240376    -9.611508   -15.757925  ]]",[[0.99999523]]
85,"[[-15.687662    15.168246    -9.627486   -53.387077   -30.414091
  -51.007458   -34.62015    -47.08459      9.82092    -49.11526
   15.414965   -10.791432    19.696081    -2.2543566  -49.288578
   12.542269    32.08299    -54.075844    -7.8505483  -21.711506
    0.3279595   -5.6471896  -36.179565   -42.39018    -26.871113
   22.356743   -11.827972    16.23486     -0.45044333  41.346085
   -1.8905067  -47.980675    15.548067   -47.595146    15.317272
  -34.26143    -53.187912     8.939421   -32.767036    -8.509352
  -50.87261     -5.37486    -52.28188    -49.86387    -52.36389
  -20.747946   -40.128555   -45.1001     -49.113518    -3.1671135
  -25.70659    -48.583973     4.258817    -9.465732   -29.282883
  -10.18591     -4.7810307   -0.82444286 -42.18818    -56.65462
   -8.422619   -53.409416   -22.112906   -50.04621   ]]",[[0.81665695]]
86,"[[-11.944403     2.0018399   -6.2728972  -36.328438   -21.624184
  -34.941486   -24.338007   -34.305164     1.7366855  -33.68566
    3.789526    -9.894914     6.405621    -3.5900893  -33.195004
    2.112489    31.134184   -36.30224     -7.5307813  -16.814693
   -2.5740128   -4.600173   -22.571812   -29.232595   -18.540413
    9.738972    -7.403903     3.7843664   -2.6514852   38.827118
   -5.850554   -33.063534     6.583469   -32.77926      4.5237665
  -25.226866   -35.968086    -3.0472178  -22.235468    -6.6554804
  -34.93915      8.0043545  -36.149704   -32.780685   -35.93827
  -15.428823   -27.252707   -28.865519   -33.83624     -4.5932503
  -17.227709   -33.193752     0.80075264 -12.035953   -20.488888
   -9.729463    -3.9147284   -0.65898263 -27.99174    -38.92211
   -6.181234   -37.159653   -16.57149    -33.74236   ]]",[[0.999997]]
